0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2004  country data. Fiscal years (October 1 to September 30).
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2004  country data. Fiscal years (October 1 to September 30).
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,IMF,..,..,..,..,0.1,0.2,0.3,0.3,0.3,0.4,25.5,23.1,24.3,24.5,24.6,22.0,23.8,25.5,24.7,23.8,26.2,27.0,27.6,31.4,22.0,23.8,..,1/ 1995-2004  country data. Fiscal years (October 1 to September 30).
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,14.4,10.9,11.4,11.6,12.4,11.1,12.7,12.9,12.7,12.3,14.7,15.5,16.1,19.9,11.1,12.7,..,1/ 1995-2004  country data. Fiscal years (October 1 to September 30).
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,11.1,12.2,12.9,12.9,12.2,10.9,11.1,12.6,12.0,11.5,11.5,11.5,11.5,11.5,10.9,11.1,..,1/ 1995-2004  country data. Fiscal years (October 1 to September 30).
MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1999 country  data.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1999 country  data.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1999 country  data.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1999 country  data.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,30,41,53,47,..,..,..,..,..,..,..,..,..,..,..,..,..,101,105,112,73,74,61,38,56,35,32,1/ 1999 country  data.
,,Travel,Travel,,US$ Millions,1/,IMF,23,36,48,42,55,..,..,..,..,..,..,..,..,..,..,..,..,59,58,62,43,41,29,13,31,18,17,1/ 1999 country  data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,7,5,5,5,..,..,..,..,..,..,..,..,..,..,..,..,..,42,47,50,30,33,32,25,25,17,15,1/ 1999 country  data.
MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,107,120,132,143,154,163,161,162,161,180,183,186,213,226,196,212,219,237,228,223,242,260,283,296,320,65,42,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,184,205,194,203,210,203,216,223,236,277,295,347,384,489,384,423,427,394,458,503,616,683,738,663,656,224,141,
,,Travel,Travel,,US$ Millions,,IMF,159,179,173,185,187,182,198,204,216,255,275,327,357,452,354,398,400,366,438,481,547,616,669,588,578,205,123,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,25,26,21,18,23,21,18,19,20,22,20,20,27,37,30,25,27,28,20,22,69,67,69,75,78,19,18,
MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,103161,103442,107242,107927,117383,127268,123732,124633,123015,128903,128392,122022,109540,107519,98228,91658,88113,87332,90787,90982,94988,97372,94274,86280,82752,36056,32836,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,8450,9001,8910,9637,10352,11079,12075,11948,11044,12494,13305,14002,15257,14527,14104,14334,14799,15581,15911,18261,19603,20223,19067,19748,19810,7345,11544,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,94710,94441,98332,98290,107031,116189,111657,112685,111971,116409,115087,108020,94283,92992,84124,77323,73314,71913,74876,72721,75385,77149,75208,66531,62942,28711,21292,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,3587,3963,4554,4834,5192,6365,6685,7087,7252,8034,8951,9387,9918,10246,8737,9001,9704,10735,11970,12556,12668,12823,13647,14074,12300,4240,6763,
,,Travel,Travel,,US$ Millions,,IMF,3171,3387,3892,4209,4541,5499,5702,6060,6253,6959,7600,8108,8462,8568,7207,7255,7832,8449,9122,9606,10098,10303,10840,11230,9881,3475,5111,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,416,576,662,625,651,866,983,1027,999,1075,1351,1279,1456,1678,1530,1746,1872,2286,2848,2950,2570,2520,2807,2844,2419,765,1652,
"MICRONESIA, FEDERATED  STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1997-2008:  country data.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,IMF,..,..,4.6,4.8,4.9,5.3,5.4,5.3,5.5,6.7,6.9,7.0,7.0,7.1,26,28,27,30,29,29,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,12,12,13,12,12,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,16,15,17,17,17,..,..,..,..,..,..,..,1/ 1997-2008:  country data.
"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,117,136,147,158,181,190,177,229,264,311,75,218,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,71,54,35,28,37,32,30,52,67,68,57,68,82,85,93,117,136,146,157,180,186,170,216,251,289,73,217,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.4,0.3,1,4,7,13,13,21,2,1,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,73,77,75,73,69,86,90,109,118,135,170,224,290,359,307,298,349,396,428,442,370,334,380,438,464,291,398,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,,Travel,Travel,,US$ Millions,,IMF,56,52,65,59,57,73,75,95,99,113,141,190,233,288,243,241,277,308,335,345,284,257,302,352,371,263,361,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,17,25,10,14,12,13,15,14,19,22,29,34,57,71,64,57,72,88,93,97,86,77,78,86,93,28,37,1/ Visitors who  have benefited from tourism services provided by the tourism agencies and  tour operators (titulars of tourism licences).
MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,22,37,19,50,45,54,59,125,144,207,142,196,218,249,242,319,460,558,643,529,473,536,618,822,1036,573,778,
,,Travel,Travel,,US$ Millions,,IMF,20,19,14,45,41,51,55,119,138,193,126,172,196,217,210,265,396,485,580,473,422,482,533,719,925,550,742,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,2,18,5,5,4,3,4,6,6,14,16,24,22,32,32,54,64,73,63,56,51,54,85,103,111,23,36,
MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,58,80,76,72,70,67,81,79,69,91,91,73,72,38,57,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,37,43,49,46,39,39,48,47,45,66,67,68,58,30,42,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,21,37,27,26,31,28,33,32,24,25,24,5,14,8,15,
MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.6,5.5,7.3,7.9,7.7,7.4,3.4,5.2,
,,Travel,Travel,,US$ Millions,,IMF,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.8,2.9,3.2,3.0,2.9,3.2,3.0,3.1,6.1,5.1,7.0,7.4,7.3,7.0,3.3,5.0,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.4,0.3,0.5,0.4,0.4,0.1,0.2,
MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,1317,1212,1203,1275,1545,1508,1701,1533,1612,1603,2247,2135,2669,3421,2293,2175,2378,2323,2195,1850,1910,1864,1849,1923,2009,646,869,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,356,353,363,496,578,506,589,669,845,912,999,1113,1418,1910,1713,1879,2260,2095,2002,2273,2155,2312,2829,2987,3102,1509,1686,
,,Travel,Travel,,US$ Millions,,IMF,302,300,315,423,452,425,389,444,548,574,612,693,880,1090,1106,1203,1363,1253,1318,1456,1402,1460,1793,1976,2176,1113,1184,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,54,53,48,73,126,81,200,225,297,338,387,420,538,820,607,676,897,842,684,817,753,852,1036,1011,926,396,502,
MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,140,122,132,115,141,140,187,196,209,241,247,247,264,247,313,331,322,290,237,135,99,95,139,
,,Travel,Travel,,US$ Millions,,IMF,..,68,82,97,136,108,114,113,140,134,176,179,180,208,212,216,230,186,241,253,223,245,191,132,95,90,126,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,4,14,18,2,1,6,11,17,29,33,35,31,34,61,72,78,99,45,46,3,4,5,13,
MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,38,31,26,30,32,34,36,32,34,40,39,50,..,..,132,265,131,119,146,201,136,118,214,..,..,
,,Travel,Travel,,US$ Millions,,IMF,18,28,33,27,21,25,27,29,32,29,31,37,36,49,52,53,123,257,115,37,25,37,105,89,186,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,5,4,5,5,5,5,4,3,3,3,3,1,..,..,9,8,16,82,121,164,31,29,28,..,..,
NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,42,55,53,47,67,71,82,92,69,118,77,68,
,,Travel,Travel,,US$ Millions,,IMF,90,89,99,88,76,73,67,63,101,123,108,118,132,114,35,35,46,48,41,50,63,72,90,56,107,72,59,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,7,9,5,6,17,8,10,2,13,11,5,9,
NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
