0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,0.3,1,6,5,5,4,5,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Total,Total,,Thousands,2/,TF,..,..,..,23,27,32,37,42,44,45,45,46,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Personal,Personal,Thousands,,,..,..,..,4,13,16,19,22,24,26,25,26,18,14,..,6,76,58,28,18,17,30,47,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Business and professional,Business and professional,Thousands,,,..,..,..,19,14,16,18,20,20,19,20,20,12,10,..,7,55,38,29,16,18,33,52,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Total,Total,,Thousands,2/,TF,..,12,17,23,27,33,38,43,44,45,45,47,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Air,,Thousands,,,..,12,17,23,27,33,36,41,44,42,45,46,30,24,..,12,131,96,56,33,35,63,99,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Water,Water,Thousands,,,..,..,..,..,..,..,0.5,0.3,..,0.1,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Land,Land,Thousands,,,..,..,..,..,..,..,0.8,1.6,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Guests,Guests,Thousands,,,..,..,..,..,27,27,19,..,44,42,45,46,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Overnights,Overnights,Thousands,3/ 4/,,..,..,..,..,..,698,526,600,928,1233,1318,959,704,..,..,..,5581,3306,8523,3985,2699,8449,13308,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Guests,Guests,Thousands,5/,,..,..,..,..,15,15,9,..,16,14,15,19,11,..,..,..,63,35,16,15,20,38,..,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,,Overnights,Overnights,Thousands,3/,,..,..,..,..,..,242,115,175,122,152,195,188,249,..,..,..,1302,1145,1829,333,1840,4996,7869,..,..,..,..,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,US$ Millions,,IMF,0.9,9.3,4.8,4.3,5.8,7.8,8.2,..,..,..,..,..,1.1,2.4,4.9,2.0,2.1,1.7,..,17.1,27.0,16.6,16.6,4.7,10.4,1.3,12.8,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Travel,Travel,,US$ Millions,,IMF,0.9,6.4,0.1,0.9,1.7,2.0,0.1,..,..,..,..,..,0.2,1.5,2.8,2.0,2.1,1.4,..,16.7,23.0,15.2,16.4,3.4,9.4,1.2,12.6,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,0.0,2.9,4.7,3.4,4.1,5.8,8.1,..,0.6,..,5.6,..,0.9,0.9,2.1,0.0,0.0,0.3,..,0.4,4.0,1.4,0.2,1.3,1.0,0.1,0.2,"1/ 1996-2000,  2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport.  2/ Arrivals by air at Conakry airport.  3/ Non-resident overnights in hotels, all categories included. Data come  from length of stay in hotels that have been declared by visitors in the E/D  cards at their airport arrival (non-declarations of length of stay are not  included).  4/ Including private accommodation.  5/ Arrivals by air at Conakry airport. Cross-checking of  ""arrivals"" and ""type of accommodation"" declared in the  E/D cards."
GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arrivals,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,Total arrivals,Total arrivals,Total arrivals,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,7.8,..,..,..,5.0,11.6,15.6,18.0,16.0,22.3,36.7,35.4,35.5,36.1,43.8,45.2,49.5,55.0,52.4,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,,"of which, cruise passengers",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,Total,Total,,Thousands,1/,TF,..,..,..,..,..,..,7.8,..,..,..,5.0,11.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Africa,Africa,Thousands,,,..,..,..,..,..,..,2.1,..,..,..,1.2,2.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Americas,Americas,Thousands,,,..,..,..,..,..,..,0.4,..,..,..,0.5,2.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,,,..,..,..,..,..,..,0.2,..,..,..,0.1,1.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Europe,Europe,Thousands,,,..,..,..,..,..,..,3.8,..,..,..,3.1,5.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Middle East,Middle East,Thousands,,,..,..,..,..,..,..,0.2,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,South Asia,South Asia,Thousands,,,..,..,..,..,..,..,0.1,..,..,..,0.1,0.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Other not classified,Other not classified,Thousands,,,..,..,..,..,..,..,1.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,Total,Total,,Thousands,1/,TF,..,..,..,..,..,..,7.7,..,..,..,5.0,11.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Personal,Personal,Thousands,,,..,..,..,..,..,..,4.5,..,..,..,3.2,7.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,,Business and professional,Business and professional,Thousands,,,..,..,..,..,..,..,3.2,..,..,..,1.8,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
,,Total,Total,,Thousands,1/,TF,..,..,..,..,..,..,7.8,..,..,..,5.0,11.6,15.6,18.0,16.0,22.3,36.7,35.4,35.5,36.1,43.8,45.2,49.5,55.0,52.4,..,..,"1/ Arrivals at  ""Osvaldo Vieira"" Airport."
